title,date,url,content,category,source,reported_time
نامعلوم افراد نے فائرنگ کرکے میاں بیوی کو قتل کردیا,"Jul 19, 2025",https://www.24urdu.com/19-Jul-2025/138885,ضلع مردان کی تحصیل رستم کے علاقے چارگلی میں فائرنگ کے ایک افسوسناک واقعے میں میاں بیوی جاں بحق ہو گئے۔ پولیس کے مطابق فائرنگ کا واقعہ چارگلی میں پیش آیا جہاں 25 سالہ آصف ولد مرسلین اور اس کی اہلیہ کو گولیاں مار کر قتل کر دیا گیا۔ واقعے کی اطلاع ملتے ہی ریسکیو 1122 کی میڈیکل ٹیم فوری طور پر موقع پر پہنچی اور دونوں جاں  بحق میاں بیوی کو ٹائپ ڈی ہسپتال رستم منتقل کر دیا۔ پولیس نے جائے وقوع سے شواہد اکٹھے کرکے اور مختلف بیانات کی روشنی میں واقعے کی نوعیت اور محرکات جاننے کے لیے تفتیش شروع کردی ہے ۔,N/A,24_news,14:10:PM
فیض آباد احتجاج کیس: فیصل جاوید کی بریت کی درخواست مسترد,"Jul 21, 2025",https://www.24urdu.com/21-Jul-2025/139060,انسدادِ دہشت گردی عدالت اسلام آباد میں پی ٹی آئی رہنماؤں کے خلاف بانی پی ٹی آئی کی نااہلی کے بعد فیض آباد کے مقام پر احتجاج کرنے سے متعلق کیس کی سماعت ہوئی، کیس کی سماعت انسداد دہشت گردی عدالت کے جج طاہر عباس سپرا نے کی،سماعت کے دوران عامر محمود کیانی، راشد حفیظ، جمشید مغل اور دیگر ملزمان عدالت میں پیش ہوئے جبکہ فیصل جاوید خان، حیدر بن مسعود اور راجہ ماجد کی جانب سے حاضری سے استثنیٰ کی درخواستیں جمع کرائی گئیں۔ ملزمان کی جانب سے الیاس صدیقی، سردار مصروف خان ایڈوکیٹ، زاہد بشیر ڈار اور دیگر وکلا عدالت میں پیش ہوئے۔ سماعت کے دوران پی ٹی آئی رہنما فیصل جاوید خان کی جانب سے دائر بریّت کی درخواست کو عدالت نے خارج کر دیا جبکہ استغاثہ کی جانب سے دو گواہان عدالت میں پیش کیے گئے جن کے بیانات ریکارڈ کر لیے گئے، عدالت نے ہدایت کی کہ اگر دفاع چاہیے تو اگلی پیشی پر گواہان پر جرح کی جا سکتی ہے۔ وزیراعلیٰ خیبرپختونخوا علی امین گنڈا پور آج بھی عدالت میں پیش نہ ہوئے، جج طاہر عباس سپرا نے ریمارکس دیئے کہ گزشتہ آرڈر ہی دوبارہ جاری کر دیتے ہیں۔ سماعت کے دوران جب عامر محمود کیانی عدالت میں پیش ہوئے تو جج طاہر عباس سپرا نے انہیں مخاطب کرتے ہوئے کہا عامر کیانی صاحب! آپ عدالت سے چلے جائیں، آپ اشتہاری ہیں، اگر پولیس نے سن لیا تو گرفتار کر لیا جائے گا۔ معزز جج نے مزید کہا کہ عامر کیانی تین مرتبہ اشتہاری قرار دیئے جا چکے ہیں جس پر عامر کیانی نے کہا کہ سر میری غلطی ہے۔ عدالت میں پیش نہ ہو سکا، تسلیم کرتا ہوں، جج نے ہدایت کی کہ وہ درخواست لے کر آئیں، پھر عدالت غور کرے گی۔ بعدازاں انسدادِ دہشت گردی عدالت اسلام آباد نے پی ٹی آئی رہنماؤں کے خلاف بانی پی ٹی آئی کی نااہلی کے بعد فیض آباد کے مقام پر احتجاج کرنے سے متعلق کیس کی مزید سماعت 31 جولائی تک ملتوی کر دی۔,N/A,24_news,11:27:AM
بینک فراڈ کیس: نادیہ حسین کے شوہر کی درخواست ضمانت پر سماعت ملتوی,"Jul 21, 2025",https://www.24urdu.com/21-Jul-2025/139096,ہائیکورٹ میں نجی کمپنی میں  53 کروڑ سے زائد کے بینک فراڈ کے مقدمے میں اداکارہ نادیہ حسین کے شوہر ملزم عاطف خان اور دیگر کی درخواست ضمانت کی سماعت ہوئی،جونیئر وکیل نے مؤقف اختیارکیا کہ ملزم کے وکیل کی طبیعت ناساز ہے، سماعت ملتوی کی جائے۔ جسٹس محمود اے خان نے اس پرریمارکس دیئے کہ ہم تینوں ملزموں کی درخواست ضمانت کو ایک ساتھ سنیں گے، عدالت نے ملزم عاطف خان اور دیگر کی درخواست ضمانت کی سماعت 13 اگست تک ملتوی کردی،ٹرائل کورٹ نے عاطف خان، امتیاز اور فیصل کی درخواست ضمانت مسترد کردی تھی۔ یہ بھی پڑھیں: واضح رہے کہ عاطف خان جیل میں ہیں جبکہ ملزم امتیاز اور فیصل احاطہ عدالت سے فرار ہوگئے تھے، امتیاز اور فیصل نے گرفتاری سے بچنے کے لیے سندھ ہائیکورٹ سے ضمانت حاصل کرلی تھی۔,N/A,24_news,16:58:PM
جھنگ: رشتے سے انکار پر ملزم نے ماموں کی بیٹی کو قتل کردیا,"Jul 20, 2025",https://www.24urdu.com/20-Jul-2025/138958,ماموں نے بیٹی کے رشتے سے انکار کیوں کیا؟ بھانجے نے اپنی کزن کو ہی قتل کر ڈالا،18 سال کی کنزہ کو ملزم نے تھانہ سیٹلائٹ کی حدود سے بہانے سے اغوا کیا۔ اور زیلی چیز کھلا کر مار ڈالا۔ ایڈیشنل ایس پی عابد ظفر کا کہنا ہے کہ مقتولہ اسلام آباد ایگریکلچر یونیورسٹی کی یہ طالبہ تھی، سمسٹر ختم ہونے کے بعد یہ واپس اپنے گھر آرہی تھی راستے میں اسے اغواء کرکے قتل کردیا گیا۔ پولیس نے واقعے کا مقدمہ درج کرکے ملزم کو گرفتار کرلیا ہے۔ ملزم نے دوران تفتیش انکشاف کیا کہ رشتہ مانگنے پہ لڑکی کے والدین نے انکار کیا تھا جس کی وجہ سے میں نے طیش میں آکر لڑکی کو قتل کیا۔,N/A,24_news,10:31:AM
26 نومبراحتجاج ،پی ٹی آئی کارکنان کو 6،6ماہ قید کی سزائیں,"Jul 24, 2025",https://www.24urdu.com/24-Jul-2025/139394,اسلام آبادکی ڈسٹرکٹ اینڈ سیشن کورٹ نے پیس فل اسمبلی اینڈ پبلک آڈر ایکٹ کے تحت درج 3 مقدمات کا فیصلہ سنایا۔ عدالت نے پی ٹی آئی کارکنان کو چھ چھ ماہ قید کی سزا سنا دی،ٹرائل کورٹ کیجانب سے ملزمان کو سزائیں سنائی گئیں،پاپو ایکٹ کے تحت درج مقدمات بشریٰ بی بی، علی امین گنڈا پور بھی نامزد ملزمان ہیں۔ یہ بھی پڑھیں: پی ٹی آئی قیادت اور بشریٰ بی بی کی حد تک مقدمات کا ٹرائل شروع نہیں ہوا،پی ٹی آئی کارکنان کیخلاف پاپو ایکٹ کے تحت تھانہ رمنا میں 2 اور ترنول میں 1 مقدمہ درج تھا۔ پی ٹی آئی کے مجموعی طور پر 10 سے زائد کارکنان کو سزائیں سنائی گئیں جبکہ پی ٹی آئی کے 100 سے زائد کارکنان مقدمات میں نامزد ہیں،عدالت نے متعدد ملزمان کو مقدمات میں اشتہاری قرار دے رکھا ہے۔,N/A,24_news,15:08:PM
ضرورت رشتہ کے اشتہار کے ذریعے ہنی ٹریپ کیاگیا شہری کچے سے بازیاب,"Jul 20, 2025",https://www.24urdu.com/20-Jul-2025/139041,پولیس کے مطابق جیکسن سے 9 جولائی کو شعیب نامی شخص کو ہنی ٹریپ کیا گیا اور بازیابی کے لیے اہل خانہ سے 45 لاکھ روپے تاوان طلب کیا گیا تھا،مغوی شعیب کو 19 جولائی کو بحفاظت بازیاب کرالیا جبکہ ڈاکو فرار ہوگئے۔ پولیس کا کہنا ہے کہ سوشل میڈیا پر رابطوں میں محتاط رویہ اختیار کرنا چاہیے،بازیاب شہری محمد شعیب کا کہنا ہے کہ ضرورت رشتہ کا ایک پیج فالو کرتاتھا، لڑکی نے نہ صرف مجھ سے بات کی بلکہ اپنی والدہ سے بھی بات کرائی جس پراپنی والدہ سے ان تمام باتوں کا ذکر کیا اور کراچی سے روانہ ہوگیا۔ انہوں نے بتایاکہ اوباڑو پہنچنے کے بعد ایک موٹر سائیکل سوار ساتھ لے گیا جس کے بعد قید کرلیا گیا، قید کے دوران تشدد بھی کیا گیا اور  اہل خانہ سے 45 لاکھ روپے تاوان طلب کیا۔ سوشل میڈیا پر رابطے رکھنا کوئی انوکھی بات نہیں لیکن محض ان رابطوں پر اپنا شہر چھوڑ کر دوسرے شہر جانے میں احتیاط برتنی چاہیے۔,N/A,24_news,22:37:PM
6سالہ بچی سے زیادتی کے مجرم کی سزا کیخلاف اپیل خارج,"Jul 21, 2025",https://www.24urdu.com/21-Jul-2025/139110,(ملک اشرف)چھ سالہ بچی سے سکول میں زیادتی کرنے والے مجرم کی سزا کے خلاف اپیل خارج  کر دی گئی،لاہور ہائیکورٹ نے ٹرائل کورٹ کا مجرم قاری شہباز کو عمر قید  دینے کافیصلہ برقرار رکھا ،جسٹس عہبر گل نے مجرم قاری شہباز کی سزا کے خلاف  اپیل خارج کی۔ ڈپٹی پراسیکیوٹر جنرل آسیہ یاسین  نے مجرم قاری شہباز کی اپیل کی مخالفت کی،ڈپٹی پراسیکیوٹر نے کہاکہ  پولیس تفتیش کے مطابق مجرم نے چھ سال کی بچی کے ساتھ سکول میں زیادتی کی،متاثرہ بچی کے بیان اور میڈیکل رپورٹ  سے ثابت  ہوتا ہے  کہ مجرم شہباز نے  زیادتی کی،ٹرائل کورٹ نے میرٹ پر مجرم کو عمر قید کی سزا سنائی۔ وکیل صفائی نے مجرم کی بریت کیلئے دلائل دئیے لیکن عدالت کو مطمئن نہ کرسکے،جس پر عدالت نے مجرم کی سزا کیخلاف اپیل خارج کردی۔ یہ بھی پڑھیں:,N/A,24_news,19:37:PM
موسی مانیکا کی ضمانت منظور،زخمی ذاتی ملازم سے صلح کرلی,"Jul 22, 2025",https://www.24urdu.com/22-Jul-2025/139241,تفصیلات کے مطابق پاک پتن میں علاقہ مجسٹریٹ مسعود احمد فریدی کی عدالت میں ملزم موسیٰ مانیکا کو  پیش کیا گیا، جہاں فریقین میں صلح ہونے پر مجسٹریٹ نے موسیٰ مانیکا کی ضمانت منظور کرلی۔ عدالت نے آج پولیس سے مقدمے کا ریکارڈ طلب کر رکھا تھا۔پاکپتن پولیس کے ترجمان کے مطابق فریقین نے عدالت میں اپنی صلح کا بیان ریکارڈ کروا دیا۔پاکپتن پولیس کے ترجمان نے یہ بھی بتایا ہے کہ مقدمے کا ٹرائل ہو گا جس میں فریقین کے دوبارہ بیان لیے جائیں گے۔ یہ بھی پڑھیں:م,N/A,24_news,23:05:PM
اپوزیشن لیڈر عمر ایوب کے وارنٹ گرفتاری جاری,"Jul 24, 2025",https://www.24urdu.com/24-Jul-2025/139364,انسداددہشت گردی عدالت اسلام آباد کے جج طاہرعباس سپرانے پی ٹی آئی رہنماؤں اور کارکنان کے خلاف 4 اکتوبر احتجاج پر درج مقدمات کے کیس کی سماعت کی،عدالت نے اپوزیشن لیڈر عمر ایوب کے قابل ضمانت وارنٹ گرفتاری جاری کردیئے جبکہ سینیٹر اعظم خان سواتی کی حاضری سے استثنٰی کی درخواست منظورکرلی۔ عمر ایوب کی جانب سے وکیل عدالت میں پیش ہوئے اورعمر ایوب کی حاضری سے استثنیٰ کی درخواست اور میڈیکل رپورٹ عدالت میں جمع کرائی ، جس کے بعد عدالت نے عمر ایوب کے وارنٹ گرفتاری منسوخ کر دیئے، وکیل صفائی کے مطابق عمر ایوب کو طلبی کا نوٹس موصول ہی نہیں ہوا تھا  جس کے بعدعدالت نے عمر ایوب کے وارنٹ گرفتاری منسوخ کر دیئے۔ یہ بھی پڑھیں: تھانہ شہزاد ٹاؤن کا مقدمہ 4 اکتوبر احتجاج پر درج ہے،پی ٹی آئی کارکنان کی جانب سے سردار محمد مصروف خان ایڈوکیٹ، زاہد بشیر ڈاراور و دیگر عدالت میں پیش ہوئے۔,N/A,24_news,11:03:AM
پی ٹی آئی کے رہنما راجہ بشارت گرفتاری کے کچھ دیر بعد رہا,"Jul 24, 2025",https://www.24urdu.com/24-Jul-2025/139376,یہ بھی پڑھیں: بعد ازاں وکیل سردار عبدالرزاق خان نے بتایا کہ راجہ بشارت کو تھانہ نیو ٹاؤن سے رہا کر دیا گیا ہے، ضمانتی دستاویزات کی تصدیق کے بعد پولیس نے راجہ بشارت کو رہا کیا ہے۔,N/A,24_news,12:28:PM
ناراض بیوی کو منانے کیلئے آنیوالے داماد نے سسر ، ساس، سالے اور ماموں کو قتل کر دیا,"Jul 12, 2025",https://www.24urdu.com/12-Jul-2025/138193,پولیس کے مطابق جاں بحق ہونے والوں میں مشتاق خان عمر70 سال، زوجہ مشتاق عمر 60 سال، حیات عمر 53 سال اور لڑکی کا بھائی شامل ہیں۔پولیس نے بتایا کہ  اکبرپورہ کے علاقے ٹیٹاری میں ناراض بیوی کو منانے کے لیے آنے والے شوہر نے ساتھ لے جانے کی اجازت نہ دینے پر طیش میں آکر فائرنگ کردی۔فائرنگ میں جاں بحق ہونے والوں میں ملزم داماد کا  سسر، ساس، سالہ اور بیوی کا ماموں شامل ہیں۔عینی شاہدین کے مطابق ملزم کا کہنا تھا کہ بیوی کو اُس کے گھر والوں نے ورغلا کر اپنے پاس روک لیا ہے جبکہ وہ ساتھ جانا چاہتی ہے۔ یہ بھی پڑھیں:,N/A,24_news,23:25:PM
مصطفیٰ عامر قتل کیس ٹرائل کورٹ منتقل,"Jul 19, 2025",https://www.24urdu.com/19-Jul-2025/138856,اے ٹی سی کے منتظم جج نے مقدمہ انسداد دہشت گردی کورٹ نمبر 16 میں منتقل کیا ہے۔ مصطفی عامر کو 6 جنوری کے روز اسکے دوست ارمغان نے قتل کردیا تھا،قتل کیس میں ارمغان اور شیراز گرفتارہیں۔ مصطفی عامر کی لاش حب بلوچستان سے ملزمان کی نشاندھی پر ملی تھی۔ ملزمان نے مصطفی عامر کو قتل کرنے کے بعد ڈیفنس کراچی سے حب بلوچستان میں جا کر لاش جلائی تھی۔ دونوں ملزم پولیس اور میڈیا کے سامنے مصطفی عامر کو قتل کرنے کا اعتراف بھی کرچکےہیں دونوں ملزمان نے جوڈیشل مجسٹریٹ کے سامنے بیان دینے سے انکار کردیا تھا۔,N/A,24_news,11:32:AM
24 اور 26 نومبر کے 14 مقدمات میں عمر ایوب کی ضمانت خارج ، گرفتار کرنیکا حکم,"Jul 15, 2025",https://www.24urdu.com/15-Jul-2025/138451,"اے ٹی سی کے جج امجد علی شاہ نے عدم پیروی پر 14 سے زائد مقدمات میں عبوری ضمانت خارج کی, عدالت نے کہا کہ عمر ایوب کو گرفتار کرکے عدالت میں پیش کیا جائے۔ پی ٹی آئی رہنما عمرایوب نے مذکورہ مقدمات میں اپنے وکیل ڈاکٹر بابر عوان کے ذریعے عبوری ضمانت کی درخواستیں دائر کر رکھی تھی ، وہ 24 اور 26 نومبر کے 14 سے زائد مقدمات میں عبوری ضمانت پر تھے۔",N/A,24_news,13:25:PM
یوٹیوبر رجب بٹ کو نیشنل سائبر کرائم ایجنسی نے طلب کر لیا,"Jul 13, 2025",https://www.24urdu.com/13-Jul-2025/138243,نیشنل کرائم ایجنسی کی طرف سے ملنے والے نوٹس کے مطابق یوٹیوبررجب بٹ کو کل14 جولائی کو دن گیارہ بجے پیش ہونا ہو گا۔ یہ بھی پڑھیں: رجب بٹ کو 160 سی آر پی سی کے مطابق جاری کارروائی میں پیش ہونے کا کہا گیا ہے،انہیں  خلاف سید در محمد بخاری کی درخواست پر طلب کیا گیا ہے،این سی سی آئی نے رجب بٹ کو نوٹس اس کی رہائش گاہ پر بھجوایاہے۔,N/A,24_news,15:01:PM
بیٹی نے باپ کو قتل کردیا,"Jul 16, 2025",https://www.24urdu.com/16-Jul-2025/138543,پولیس کے مطابق واقعے کی ایف آئی آر مقتول کی بیوہ کی مدعیت میں درج کی گئی ہے۔ ایف آئی آر کے متن کے مطابق واردات کی وجہ مقتول کے بیٹی کے ساتھ مبینہ ناجائز تعلقات تھے۔,N/A,24_news,11:26:AM
توشہ خانہ ٹو کیس کی اڈیالہ جیل میں ہونے والی سماعت منسوخ,"Jul 17, 2025",https://www.24urdu.com/17-Jul-2025/138637,بانی پی ٹی آئی اوربشریٰ بی بی کیخلاف توشہ خانہ ٹوکیس کی سماعت آج اڈیالہ جیل راولپنڈی میں ہونا تھی، جو اب جوڈیشل کمپلیکس اسلام آباد میں ہوگی۔ یہ بھی پڑھیں: وکیل صفائی خالد یوسف چوہدری کوعدالتی عملے نے اس حوالے سے باضابطہ آگاہ بھی کردیا ہے۔,N/A,24_news,10:38:AM
کراچی میں ڈکیتی کی بڑی واردات، ڈاکو سنار سے 4 کروڑ روپے لوٹ کر فرار,"Jul 14, 2025",https://www.24urdu.com/14-Jul-2025/138297,پولیس کے مطابق 2 موٹرسائیکلوں پر سوار 4 ڈاکو سنار سے مبینہ طور پر 3 کروڑ 95 لاکھ روپے لوٹ کر فرار ہوگئے،پولیس حکام کے مطابق واردات ہفتے کی شب 9 بجکر 15 منٹ پر پیش آیا جس کی مختلف زاویوں سے تفتیش کی جارہی ہے،پولیس کے مطابق طارق روڈ کے قریب سنار سے ڈکیتی کی بڑی واردات ، واردات کا مقدمہ متاثر تاجر محمد بلال کی مدعیت میں تھانا فیروزآباد میں درج کرلیا گیا ہے۔ متن کے مطابق میرے ملازم عمران سے ڈاکو 3 کروڑ 98 لاکھ روپے لوٹ کر فرار ہوئے میں سونا فروخت کرکے صدر صرافہ بازار سے واپس آرہا تھا گاڑی پارک کی جہاں دو ڈاکو جو پیدل تھے، انہوں نے مجھ پر اور میرے ملازم کے سر پر پستول رکھ کر واردات کی،پولیس حکام کے مطابق واردات ہفتے کی شب 9 بجکر 15 منٹ پر پیش آیا جس کی مختلف زاویوں سے تفتیش کی جارہی ہے۔,N/A,24_news,00:57:AM
غیرملکی خاتون سے زیادتی پرمعروف کورین گلوکار کو سزا سُنا دی گئی,"Jul 12, 2025",https://www.24urdu.com/12-Jul-2025/138135,کوریا کی نیوز ایجنسی کے مطابق سیئول  کی ایک عدالت نے کے پاپ بوائے بینڈ این سی ٹی کے سابق رکن ٹیئل کو اجتماعی زیادتی کے مقدمے میں ساڑھے تین سال قید کی سزا سنائی ہے جس کے بعد 31 سالہ ٹیئل کوفوری طور پر حراست میں لے لیا گیا۔ عدالت نے ان کے ساتھ شریک جرم دو دیگر افراد کو بھی سزا دیتے ہوئے انہیں بھی گرفتار کرنے کا حکم دیا،ان تینوں افرادپرگزشتہ سال جون میں سیول میں ایک غیر ملکی خاتون کو نشے کی حالت میں اجتماعی جنسی زیادتی کا نشانہ بنانے کاالزام ہے۔ عدالت نے ملزمان کو 40 گھنٹوں پر مشتمل جنسی جرائم سے متعلق اصلاحی پروگرام مکمل کرنے کا بھی حکم دیتے ہوئے قرار دیا کہ یہ جرم نہایت سنگین نوعیت کا ہے کیونکہ متاثرہ خاتون نشے میں تھی اور مزاحمت کے قابل نہ تھی۔ یہ بھی پڑھیں: یاد رہے کہ ٹیئل کو گزشتہ سال اگست میں پولیس کی تحقیقات کے بعد مشہور کورین کے پاپ بینڈ این سی ٹی سے نکال دیا گیا تھا، پراسیکیوٹرز نے اس مقدمے میں سات سال قید کی سزا کا مطالبہ کیا تھا۔,N/A,24_news,15:06:PM
ہسپتال میں وارڈ بوائے کی 15 سالہ لڑکی کیساتھ مبینہ اجتماعی زیادتی,"Jul 15, 2025",https://www.24urdu.com/15-Jul-2025/138456,پولیس کے مطابق لڑکی کے والد عبدالجبار نے اپنی درخواست میں الزام عائد کیا کہ اس کی بیٹی اپنی چچی کے ساتھ کمسن کزن کے علاج کیلئے ٹی ایچ کیو اسپتال کوٹ رادھا کشن گئی تھی،والد کے مطابق ہسپتال کا وارڈ بوائے ذیشان  اس کی بیٹی کو  ورغلا کر بالائی منزل پر لے گیا جہاں اس نے اپنے ساتھی کے ساتھ مل کر لڑکی کے ہاتھ پاؤں باندھ کر اسے مبینہ اجتماعی زیادتی کا نشانہ بنایا۔ عبدالجبار کے مطابق لڑکی کی چچی اسے ڈھونڈتے ہوئے بالائی منزل پر پہنچی تو ملزم نے پکڑے جانے کے ڈر سے  نیچےچھلانگ لگا دی جس سے وہ شدید زخمی ہوا اور جناح ہسپتال میں زیر علاج ہے۔ دوسری جانب ہسپتال کے ایم ایس نے واقعے کی تحقیقات کے لیے 3 رکنی کمیٹی تشکیل دے دی ہے۔,N/A,24_news,13:55:PM
حکومت ملٹری کورٹ فیصلوں اور کارروائی کا مکمل ریکارڈ فراہم کرے، پشاور ہائیکورٹ,"Jul 13, 2025",https://www.24urdu.com/13-Jul-2025/138223,پشاور ہائیکورٹ نے 9 مئی ملٹری کورٹ سے سزایافتہ ملزمان کے کیس کا 6 صفحات پر مشتمل حکم نامہ جاری کردیا جس میں وفاقی و صوبائی حکومت، سیکرٹری ڈیفنس سمیت دیگر فریقین کو نوٹس جاری کرتے ہوئے جواب طلب کرتے ہوئے کہاگیاہے کہ  فریقین درخواست گزاروں کو ملٹری کورٹ فیصلوں اور کارروائی کا مکمل ریکارڈ فراہم کریں۔ عدالت نے قرار دیا کہ درخواست گزاروں کو ملٹری کورٹ فیصلوں اور عدالتی کاروائی کا ریکارڈ فراہم نہیں کیا گیا۔ یہ بھی پڑھیں: وکیل درخواست گرار نے عدالت کو بتایا کہ 9 اور 10 مئی کو توڑ پھوڑ میں ملٹری کورٹ نے ملزمان کو سزائیں سنائیں، ملزمان کا تعلق بنوں، 2کا چکدرہ اور 2کا تعلق لوئر دیر سے ہے، سپریم کورٹ نے سویلین ملٹری کورٹ ٹرائل کو قانونی قرار دیا اور فیصلے میں ملزمان کو اپیل کا حق دیا ہے۔,N/A,24_news,11:37:AM
پشاور میں خواجہ سرا کو فائرنگ کرکے زخمی کردیا گیا,"Jul 17, 2025",https://www.24urdu.com/17-Jul-2025/138675,پولیس ذرائع کے مطابق زخمی ہونے والے خواجہ سرا کا نام برفی ہے، جسے تھانہ کوتوالی کی حدود میں نشانہ بنایا گیا،اسے  زخمی حالت میں لیڈی ریڈنگ ہسپتال منتقل کردیاگیا جبکہ پولیس نے دو ملزمان کے خلاف مقدمہ درج کرلیا ہے۔ یہ بھی پڑھیں: خواجہ سرا ایسوسی ایشن کی صدر فرزانہ کا کہنا ہے کہ چند روز کے دوران خواجہ سراؤں پر یہ چوتھا حملہ ہے، جبکہ گزشتہ ہفتے بھی ایک خواجہ سرا کو قتل کیا گیا تھا، خیبرپختونخوا میں اب تک 60 سے زائد خواجہ سرا قتل کیے جاچکے ہیں، صوبائی حکومت خواجہ سراؤں کے تحفظ کےلیے اقدامات کرے۔,N/A,24_news,15:38:PM
سانگھڑ: گھر سے خاتون کی لاش برآمد، قتل کے الزام میں شوہر گرفتار,"Jul 13, 2025",https://www.24urdu.com/13-Jul-2025/138285,پولیس کے مطابق قتل کے الزام میں خاتون کے شوہر کو گرفتار کر لیا گیا،پولیس کا کہنا ہے کہ گرفتار شوہر کا کہنا ہے کہ اس کی بیوی نے خودکشی کی ہے۔ پولیس نے بتایا ہے کہ پوسٹ مارٹم کے لیے لاش اسپتال منتقل کی گئی ہے اور تحقیقات شروع کر دی گئی ہیں۔,N/A,24_news,22:26:PM
بشریٰ بی بی کے بیٹے موسیٰ مانیکا کی فائرنگ سے ملازم زخمی,"Jul 17, 2025",https://www.24urdu.com/17-Jul-2025/138673,پولیس کے مطابق موسیٰ مانیکا نے تکرار کے دوران طیش میں آکر فائرنگ کردی، جس سے 17 سالہ علی بہادر زخمی ہو گیا جسے فوری طور پر ڈسٹرکٹ ہیڈکوارٹرہسپتال منتقل کردیاگیا جہاں اس کای حالت خطرے سے باہر بتائی جا رہی ہے۔ واقعہ خاور مانیکا کے ڈیرے پر پیش آیا، اطلاع ملتے ہی تھانہ صدر پولیس نے کارروائی کرتے ہوئے موسیٰ مانیکا کو ڈیرے سے گرفتار کر لیا۔ یہ بھی پڑھیں: پولیس حکام کے مطابق فائرنگ کے واقعے کی تفتیش کا آغاز کر دیا گیا ہے، اور موسیٰ مانیکا سے پوچھ گچھ جاری ہے۔,N/A,24_news,15:25:PM
ضمانت قبل از گرفتاری:بانی پی ٹی آئی اور بشریٰ بی بی  کی درخواستوں پرسماعت ملتوی,"Jul 15, 2025",https://www.24urdu.com/15-Jul-2025/138423,ڈسٹرکٹ اینڈ سیشن کورٹس اسلام آباد میںبانی پی ٹی آئی کی 6 اور بشری بی بی  کی 1 ضمانت قبل از گرفتاری کی درخواست پر سماعت ہوئی،ایڈیشنل ڈسٹرکٹ اینڈ سیشن  جج افضل مجوکہ نے کیس پر سماعت کی،بانی پی ٹی آئی کی ضمانت کی درخواستوں پر آج بھی دلائل نہ ہوسکے۔ بشری بی بی کی ضمانت کی درخواست پر محفوظ فیصلہ بھی نہ سنایا جا سکا اوربانی پی ٹی آئی کی عدم دستیابی کے باعث ضمانت کی درخواستوں پر کوئی پیشرفت نہ ہوسکی۔ یہ بھی پڑھیں: عدالت نے گزشتہ سماعت پر بانی پی ٹی آئی کو پیش کرنے یا بذریعہ ویڈیو لنک حاضری کے احکامات جاری کئے تھے،عدالت نے ضمانت قبل از گرفتاری کی درخواستوں پر 9 ستمبر تک ملتوی کردی،بانی پی ٹی آئی کی جانب سے خالد یوسف چوہدری ایڈوکیٹ عدالت میں پیش ہوئے،بانی پی ٹی آئی پر احتجاج، توڑ پھوڑاور اقدام قتل کی دفعات کے تحت 5 مقدمات درج ہیں۔ بانی پی ٹی آئی اور بشریٰ بی بی کیخلاف توشہ خانہ میں جعلی رسیدیں جمع کروانے پر بھی ایک مقدمہ درج ہے۔,N/A,24_news,09:33:AM
نواب شاہ میں فائرنگ سے 5 افراد جاں بحق,"Jul 17, 2025",https://www.24urdu.com/17-Jul-2025/138638,اس حوالے سے پولیس کا کہنا ہے کہ فائرنگ کی وجہ معلوم نہیں ہو سکی ہے تاہم تحقیقات جاری ہیں، فائرنگ کے واقعے میں جاں بحق ہونے والے افراد کی لاشوں کو ہسپتال منتقل کر دیا گیا۔,N/A,24_news,10:43:AM
ملتان، سٹیج اداکارہ مبینہ طور پر اغوا، مقدمہ درج,"Jul 18, 2025",https://www.24urdu.com/18-Jul-2025/138736,ملتان میں مسکان نامی سٹیج اداکارہ کو ولید نامی شخص نے ساتھیوں کے ہمراہ مبینہ طور پراغواء کر لیا۔ اداکارہ کی بہن کی مدعیت میں مقدمہ درج کرلیا گیا،ایف ائی ار کے مطابق ملزمان نے اسٹیج اداکارہ کو جان سے مارنے کی دھمکی دی اور گھر سے باہر بلایا۔ گھر سے باہر نکلتے ہی ملزمان  خاتون کو گھسیٹ کر گاڑی میں بیٹھاکر لے گئے، پولیس کا کہنا ہے کہ واقعہ کی تحقیقات کا آغاز کردیا گیا ہے۔ خاتون کے مبینہ اغواء ہونے سے قبل ریکارڈ کی ہوئی ویڈیو بھی سامنے آگئی ہے ۔ ویڈیو میں سٹیج ایکٹریس مسکان کا کہنا تھا کہ مجھے اور میری فیملی کو ولید جان سے مارنے کی دھمکیاں دیتا ہے۔,N/A,24_news,09:50:AM
